Date,Description,Amount
2024-12-05,Pharmacy,-354.23
2024-06-23,Streaming Service,-366.97
2024-07-16,Fuel,236.28
2024-05-30,Utilities,-417.79
2024-04-25,RideShare,-254.1
2024-03-20,"Restaurant, Special",-275.53
2024-12-21,Online Store,-274.17
2024-11-27,Online Store,-203.21
2024-01-11,Utilities,-61.05
2024-10-11,Streaming Service,-307.76
2024-04-05,Streaming Service,127.26
2024-07-17,Restaurant,481.92
2024-05-14,Pharmacy,400.05
2024-04-30,Gym,-422.96
2024-12-20,Coffee Shop,327.45
2024-12-25,Online Store,78.96
2024-02-19,Streaming Service,35.36
2024-02-23,Utilities,-151.66
2024-12-25,Streaming Service,-276.04
2024-05-17,Utilities,-39.76
2024-08-12,RideShare,-435.34
2024-03-28,Grocery,59.0
2024-01-30,Gym,206.31
2024-02-02,Gym,218.87
2024-10-18,Restaurant,227.76
2024-12-31,Utilities,204.22
2024-03-09,Pharmacy,-47.89
2024-10-02,Restaurant,69.86
2024-09-17,Pharmacy,39.61
2024-12-14,Utilities,-493.22
2024-11-08,Grocery,-141.65
2024-03-02,Fuel,29.77
2024-03-23,Online Store,101.53
2024-04-01,"Coffee Shop, Special",428.83
2024-03-02,Gym,446.15
2024-10-20,Pharmacy,-118.71
2024-08-30,Coffee Shop,-317.01
2024-06-08,Gym,-69.64
2024-05-09,RideShare,-239.49
2024-04-12,Online Store,147.23
2024-02-11,Gym,-405.97
2024-05-11,Grocery,-439.1
2024-10-12,Grocery,-404.51
2024-01-01,"Streaming Service, Special",-173.14
2024-06-05,Grocery,68.08
2024-07-10,Fuel,-311.52
2024-11-13,RideShare,-281.63
2024-06-25,Fuel,412.61
2024-11-03,Gym,391.44
2024-12-27,Coffee Shop,314.36
2024-08-15,Grocery,435.29
2024-03-02,Restaurant,-392.23
2024-12-15,Coffee Shop,-332.61
2024-02-21,RideShare,-344.75
2024-11-09,Gym,428.61
2024-10-07,Pharmacy,444.01
2024-12-08,Streaming Service,-253.78
2024-03-13,Online Store,-9.23
2024-07-25,Grocery,416.61
2024-09-02,Utilities,19.84
2024-12-05,Gym,63.0
2024-12-25,Streaming Service,256.92
2024-11-25,Online Store,-364.52
2024-04-11,Restaurant,-73.68
2024-08-10,Pharmacy,-476.17
2024-02-23,Gym,109.66
2024-06-05,RideShare,270.74
2024-12-16,Grocery,-458.37
2024-02-15,Restaurant,247.85
2024-10-19,Streaming Service,-186.35
2024-01-25,"Streaming Service, Special",466.77
2024-07-16,Online Store,37.76
2024-12-16,Pharmacy,23.98
2024-04-01,Streaming Service,199.18
2024-04-19,Fuel,-314.29
2024-04-23,Gym,-296.39
2024-04-15,Utilities,-484.41
2024-07-14,Online Store,-383.67
2024-05-28,Grocery,159.59
2024-06-18,Coffee Shop,326.57
2024-07-09,"Pharmacy, Special",-358.33
2024-05-06,Utilities,381.94
2024-08-04,Utilities,402.09
2024-06-07,Online Store,153.34
2024-05-19,Pharmacy,-84.11
2024-07-30,Pharmacy,401.08
2024-09-06,Restaurant,126.54
2024-07-21,Grocery,-50.87
2024-12-05,Online Store,-385.62
2024-03-22,RideShare,36.94
2024-03-26,Restaurant,215.02
2024-12-21,Pharmacy,-213.56
2024-10-18,Restaurant,-380.6
2024-04-13,Fuel,-2.03
2024-03-06,Streaming Service,-31.04
2024-02-25,Fuel,333.09
2024-04-04,Fuel,306.41
2024-05-03,Pharmacy,-61.89
2024-03-14,RideShare,-458.95
2024-09-14,Online Store,224.91
2024-01-23,"Utilities, Special",-347.29
2024-05-08,Coffee Shop,-299.35
2024-11-25,Grocery,-346.9
2024-05-29,Streaming Service,-316.04
2024-04-09,Gym,-61.13
2024-08-13,Fuel,101.66
2024-05-27,Streaming Service,47.12
2024-06-11,Grocery,-434.87
2024-09-22,"Streaming Service, Special",220.48
2024-06-13,"Gym, Special",401.52
2024-12-16,"Online Store, Special",-496.58
2024-01-30,Pharmacy,-380.36
2024-04-24,Grocery,-426.08
2024-11-28,RideShare,144.79
2024-05-24,Utilities,410.24
2024-05-01,RideShare,-154.85
2024-11-21,RideShare,398.58
2024-08-20,Streaming Service,-276.16
2024-05-26,Coffee Shop,-111.55
2024-05-11,Coffee Shop,-479.06
2024-06-02,"Coffee Shop, Special",-89.63
2024-10-04,Online Store,-374.98
2024-11-16,Gym,-94.21
2024-08-01,RideShare,-56.11
2024-07-17,RideShare,-173.99
2024-07-23,Coffee Shop,-294.08
2024-04-21,Online Store,448.01
2024-12-03,Utilities,-36.62
2024-07-28,Gym,-286.49
2024-03-13,RideShare,152.24
2024-06-02,Utilities,-300.59
2024-06-21,Streaming Service,159.65
2024-09-21,Pharmacy,-57.02
2024-12-21,Online Store,166.99
2024-05-19,Utilities,141.24
2024-10-21,Online Store,-183.51
2024-05-05,Coffee Shop,-13.32
2024-11-08,Utilities,128.09
2024-01-19,Fuel,-414.25
2024-01-05,Grocery,-410.05
2024-07-01,Online Store,457.96
2024-06-06,Fuel,409.25
2024-10-25,RideShare,203.6
2024-05-28,Restaurant,61.89
2024-03-18,Coffee Shop,32.31
2024-11-12,Pharmacy,52.32
2024-08-28,Restaurant,403.65
2024-02-28,Coffee Shop,-402.93
2024-01-21,Coffee Shop,-27.19
2024-09-01,Coffee Shop,86.18
2024-07-04,RideShare,-318.17
2024-01-11,RideShare,66.78
2024-06-22,Fuel,-431.11
2024-03-10,Utilities,-106.38
2024-03-17,Fuel,290.97
2024-12-08,Online Store,-179.3
2024-12-30,Fuel,483.57
2024-09-10,Grocery,90.32
2024-03-27,Gym,-307.98
2024-05-23,Streaming Service,-476.56
2024-06-12,Coffee Shop,-261.2
2024-06-05,Restaurant,-67.05
2024-01-21,Restaurant,259.77
2024-08-22,Fuel,-468.63
2024-11-15,Grocery,-480.79
2024-07-13,Online Store,-119.98
2024-01-19,Restaurant,-164.37
2024-09-19,Pharmacy,-157.87
2024-06-26,Restaurant,-11.17
2024-05-16,Fuel,418.78
2024-02-13,Gym,395.82
2024-01-12,Coffee Shop,-392.95
2024-02-08,Coffee Shop,-345.99
2024-05-01,Fuel,-490.35
2024-01-07,Gym,117.46
2024-03-20,Utilities,371.35
2024-08-23,Gym,-394.17
2024-03-03,Grocery,-300.48
2024-02-11,Coffee Shop,451.39
2024-01-02,Pharmacy,-266.92
2024-01-26,Fuel,125.45
2024-04-08,RideShare,208.24
2024-09-10,Utilities,-30.79
2024-12-12,Utilities,-438.73
2024-04-04,"Streaming Service, Special",-324.15
2024-04-11,Restaurant,42.0
2024-04-06,Fuel,-424.22
2024-04-05,Gym,-272.28
2024-07-21,Utilities,-87.72
2024-11-23,Restaurant,-249.05
2024-06-25,Online Store,154.84
2024-12-15,Restaurant,-338.74
2024-02-01,Fuel,402.69
2024-01-31,Utilities,-69.91
2024-12-11,"RideShare, Special",244.27
2024-02-15,Gym,416.33
2024-07-04,Utilities,-434.12
2024-05-14,Gym,242.19
2024-09-02,Gym,263.41
2024-06-09,Streaming Service,-309.71
2024-10-27,"Coffee Shop, Special",-147.11
2024-08-26,RideShare,296.25
2024-07-25,RideShare,-35.61
2024-03-19,Coffee Shop,-114.44
2024-01-13,Coffee Shop,-118.54
2024-11-19,Coffee Shop,-486.05
2024-12-04,Coffee Shop,446.04
2024-04-21,"Fuel, Special",-27.71
2024-05-18,Gym,-2.68
2024-03-22,Restaurant,353.81
2024-05-22,Online Store,106.82
2024-09-12,Pharmacy,351.6
2024-09-06,Grocery,-393.99
2024-06-14,RideShare,-358.52
2024-09-22,RideShare,-83.65
2024-01-07,Restaurant,-161.42
2024-06-08,Utilities,-378.15
2024-03-07,Streaming Service,224.76
2024-12-18,Coffee Shop,470.43
2024-02-02,Grocery,-83.0
2024-04-17,Gym,410.15
2024-06-09,RideShare,55.0
2024-10-22,Gym,401.86
2024-06-13,Utilities,-271.07
2024-10-30,Utilities,319.66
2024-09-07,Utilities,-480.6
2024-09-18,Fuel,-351.64
2024-06-13,Fuel,-37.31
2024-05-16,Fuel,277.43
2024-05-21,Coffee Shop,277.76
2024-08-30,Online Store,-496.95
2024-07-01,Utilities,-353.88
2024-05-19,Gym,-185.83
2024-10-01,Online Store,145.84
2024-11-01,Utilities,233.42
2024-04-09,Streaming Service,-217.54
2024-07-11,Pharmacy,352.7
2024-06-01,Restaurant,-203.9
2024-01-15,Pharmacy,-35.06
2024-03-16,RideShare,55.26
2024-10-31,RideShare,-392.26
2024-05-20,RideShare,206.3
2024-08-20,Restaurant,-371.46
2024-01-09,Fuel,-173.46
2024-09-01,Gym,331.8
2024-07-11,"Streaming Service, Special",-65.74
2024-06-14,Pharmacy,113.08
2024-01-18,Restaurant,256.49
2024-01-21,Streaming Service,217.27
2024-03-08,RideShare,-432.11
2024-03-18,Fuel,440.12
2024-04-30,Fuel,472.32
2024-06-22,Fuel,250.85
2024-09-09,Pharmacy,24.68
2024-11-24,Pharmacy,48.1
2024-02-15,Online Store,-384.75
2024-05-13,Online Store,144.76
2024-10-12,Grocery,342.89
2024-04-25,"RideShare, Special",-281.0
2024-04-29,Coffee Shop,-362.33
2024-06-12,Gym,134.33
2024-07-21,Grocery,-210.36
2024-01-13,Pharmacy,-459.87
2024-10-28,Grocery,82.74
2024-01-04,Gym,81.58
2024-07-07,Streaming Service,-335.82
2024-04-18,Coffee Shop,415.2
2024-11-14,Restaurant,-125.7
2024-07-17,Coffee Shop,254.17
2024-05-11,Gym,397.93
2024-07-20,Fuel,-48.35
2024-08-16,Utilities,171.85
2024-07-26,Online Store,-458.34
2024-02-24,Online Store,70.21
2024-06-01,Online Store,317.86
2024-07-03,RideShare,126.12
2024-10-17,Restaurant,-476.19
2024-01-07,Online Store,360.36
2024-04-15,RideShare,-111.43
2024-06-16,RideShare,101.81
2024-03-25,RideShare,96.74
2024-12-07,Online Store,-392.74
2024-01-01,Grocery,357.17
2024-05-20,Grocery,-118.58
2024-10-17,Coffee Shop,-131.95
2024-11-26,Online Store,241.85
2024-07-09,Fuel,153.63
2024-06-01,Grocery,-197.95
2024-05-14,RideShare,387.36
2024-04-14,Fuel,244.26
2024-12-15,Grocery,432.04
2024-03-30,Grocery,224.81
2024-08-21,Utilities,-226.87
2024-01-12,Utilities,231.43
2024-03-19,Online Store,178.02
2024-01-16,Grocery,330.45
2024-07-30,Coffee Shop,76.76
2024-01-23,Fuel,376.38
2024-12-29,Restaurant,-297.3
2024-05-16,Grocery,463.19
2024-04-06,Online Store,310.35
2024-11-28,Grocery,335.39
2024-08-10,Streaming Service,-11.47
2024-04-28,Grocery,-411.58
2024-07-07,RideShare,44.59
2024-07-10,Gym,40.77
2024-06-13,Gym,80.21
2024-07-09,RideShare,267.31
2024-03-16,RideShare,-92.17
2024-08-09,Fuel,384.77
2024-06-19,Gym,-49.23
2024-10-03,Coffee Shop,-156.55
2024-11-16,Coffee Shop,40.21
2024-03-22,Utilities,316.26
2024-04-15,Pharmacy,-81.02
2024-02-27,Streaming Service,19.57
2024-10-21,Grocery,50.45
2024-03-25,Online Store,287.72
2024-09-07,Fuel,336.47
2024-07-10,Streaming Service,23.12
2024-07-20,Online Store,249.83
2024-12-18,Fuel,143.9
2024-03-20,Online Store,393.18
2024-09-15,Fuel,415.84
2024-12-21,Restaurant,-93.88
2024-04-17,Streaming Service,451.55
2024-04-07,"Grocery, Special",-204.22
2024-04-16,Coffee Shop,180.48
2024-02-04,Restaurant,-381.05
2024-07-02,"Pharmacy, Special",97.56
2024-06-24,Pharmacy,-196.21
2024-11-13,Utilities,135.22
2024-10-30,Grocery,477.01
2024-09-12,Gym,-244.22
2024-08-30,Pharmacy,269.79
2024-08-04,Utilities,-148.95
2024-12-16,RideShare,-120.03
2024-09-06,Fuel,43.73
2024-02-12,Online Store,215.61
2024-02-18,RideShare,-162.62
2024-11-05,"RideShare, Special",-190.19
2024-12-26,RideShare,-89.39
2024-01-06,Coffee Shop,175.24
2024-01-15,Streaming Service,2.07
2024-08-25,Restaurant,-111.82
2024-10-01,Grocery,-382.33
2024-09-21,RideShare,-48.27
2024-03-24,Grocery,-168.58
2024-02-26,Coffee Shop,-423.18
2024-09-03,RideShare,-112.7
2024-11-30,Coffee Shop,-456.13
2024-04-03,Online Store,183.03
2024-09-09,Online Store,308.42
2024-02-29,Fuel,-368.0
2024-11-05,"Utilities, Special",-3.85
2024-12-23,"Pharmacy, Special",25.18
2024-12-21,Gym,-393.67
2024-08-30,Grocery,57.28
2024-08-04,Fuel,-237.22
2024-12-06,Gym,7.11
2024-05-04,Coffee Shop,-338.0
2024-10-19,Coffee Shop,-53.9
2024-10-06,Gym,-22.12
2024-12-02,Coffee Shop,-384.15
2024-01-21,Online Store,-199.66
2024-12-25,"Pharmacy, Special",-440.01
2024-01-07,Fuel,-234.11
2024-09-28,Grocery,311.46
2024-06-12,Online Store,301.23
2024-04-06,RideShare,-285.88
2024-03-29,Pharmacy,127.03
2024-02-06,Coffee Shop,357.85
2024-03-15,Fuel,489.87
2024-02-07,Utilities,126.94
2024-07-30,Gym,327.98
2024-07-27,Grocery,-457.09
2024-06-13,"Pharmacy, Special",171.66
2024-07-10,Pharmacy,336.37
2024-04-25,Coffee Shop,449.39
2024-09-17,Pharmacy,255.43
2024-03-21,Online Store,-212.37
2024-02-08,Pharmacy,-82.68
2024-10-14,Fuel,277.05
2024-11-24,Grocery,-106.73
2024-08-25,Gym,35.29
2024-06-16,Restaurant,-30.09
2024-09-06,Pharmacy,339.51
2024-10-28,Streaming Service,105.2
2024-12-04,Utilities,-162.92
2024-12-20,RideShare,32.74
2024-11-11,Fuel,-231.79
2024-05-18,Restaurant,-272.16
2024-06-14,Online Store,-151.49
2024-06-05,Online Store,17.67
2024-07-29,Restaurant,-76.15
2024-12-03,Online Store,390.55
2024-03-12,Restaurant,185.98
2024-12-30,Streaming Service,-295.54
2024-08-24,Utilities,-382.79
2024-05-29,Online Store,289.95
2024-06-21,Coffee Shop,309.58
2024-07-10,Online Store,217.04
2024-10-17,RideShare,-353.66
2024-11-06,Fuel,466.51
2024-10-08,"Pharmacy, Special",-311.07
2024-05-10,RideShare,490.85
2024-10-25,Restaurant,-79.51
2024-05-16,Grocery,128.11
2024-09-07,Utilities,-62.83
2024-06-09,Fuel,-377.08
2024-01-28,Grocery,-222.64
2024-10-07,Streaming Service,283.87
2024-12-17,Pharmacy,391.31
2024-10-17,"Grocery, Special",-162.39
2024-11-15,Restaurant,-259.32
2024-04-22,Utilities,251.73
2024-10-09,Gym,-348.3
2024-10-10,Utilities,-280.13
2024-07-15,Online Store,-482.56
2024-03-23,Fuel,114.13
2024-05-18,RideShare,-253.81
2024-07-27,Online Store,109.61
2024-03-29,Online Store,-496.83
2024-12-09,Restaurant,360.9
2024-07-16,RideShare,-399.63
2024-02-11,Pharmacy,-57.47
2024-07-15,Utilities,-476.97
2024-05-19,Online Store,-8.48
2024-09-25,Gym,-0.97
2024-11-11,Pharmacy,106.55
2024-07-09,Coffee Shop,100.95
2024-12-23,Pharmacy,-95.99
2024-04-21,Gym,-225.86
2024-05-28,Online Store,377.73
2024-01-13,Utilities,197.58
2024-08-19,Grocery,-154.82
2024-07-14,Grocery,224.18
2024-08-05,Fuel,-151.77
2024-05-17,Gym,-240.14
2024-03-21,Coffee Shop,85.49
2024-09-21,Utilities,-304.29
2024-01-19,Pharmacy,260.71
2024-02-16,Coffee Shop,195.31
2024-01-26,Restaurant,432.01
2024-08-19,Coffee Shop,358.5
2024-05-22,Coffee Shop,-188.4
2024-09-23,Fuel,-407.73
2024-01-27,Utilities,284.26
2024-03-31,Restaurant,442.02
2024-03-26,"Online Store, Special",461.34
2024-11-04,Fuel,-398.49
2024-04-01,Streaming Service,-37.46
2024-07-07,Coffee Shop,432.15
2024-05-05,Grocery,-328.21
2024-05-19,Streaming Service,0.91
2024-01-30,Pharmacy,-451.66
2024-03-20,Coffee Shop,108.97
2024-07-07,Utilities,-37.59
2024-08-20,Coffee Shop,213.43
2024-03-23,Utilities,-432.93
2024-07-12,"Coffee Shop, Special",-39.23
2024-09-07,Pharmacy,226.23
2024-09-25,RideShare,443.29
2024-06-30,Utilities,337.63
2024-07-26,Restaurant,-92.32
2024-09-14,RideShare,-463.58
2024-02-07,Utilities,341.95
2024-02-29,Utilities,-117.43
2024-06-02,"Gym, Special",-12.78
2024-01-09,Online Store,138.45
2024-03-16,RideShare,290.52
2024-03-12,Restaurant,-357.68
2024-04-26,RideShare,-100.76
2024-12-30,RideShare,-295.31
2024-03-07,Pharmacy,-254.63
2024-03-15,Fuel,-446.88
2024-08-26,Pharmacy,372.11
2024-02-09,Utilities,321.09
2024-10-09,"RideShare, Special",481.36
2024-09-02,Fuel,-306.52
2024-09-16,"Coffee Shop, Special",-398.7
2024-12-30,Streaming Service,-475.32
2024-04-21,Streaming Service,-51.64
2024-06-20,Utilities,121.77
2024-05-25,Gym,17.0
2024-03-04,RideShare,-66.59
2024-09-20,Grocery,47.99
2024-10-16,Streaming Service,468.13
2024-07-12,Gym,-60.14
2024-11-21,Restaurant,262.11
2024-04-10,Fuel,-224.24
2024-04-22,"Grocery, Special",-487.89
2024-03-09,Online Store,-306.34
2024-03-18,Pharmacy,-244.85
2024-04-17,Grocery,-336.61
2024-01-20,Restaurant,287.01
2024-04-22,RideShare,-334.4
2024-12-10,RideShare,169.42
2024-06-24,Utilities,-127.88
2024-08-28,Restaurant,47.93
2024-06-18,Gym,167.75
2024-10-28,Streaming Service,306.19
2024-05-05,Online Store,-66.13
2024-05-19,Gym,-199.43
2024-07-26,Grocery,-199.66
2024-05-11,Fuel,55.01
2024-04-22,Online Store,-346.74
2024-02-20,Streaming Service,-87.35
2024-07-23,Pharmacy,-200.92
2024-05-04,Coffee Shop,448.49
2024-12-05,Fuel,426.12
2024-01-30,Pharmacy,-67.83
2024-07-31,RideShare,-166.21
2024-07-08,Fuel,-13.48
2024-09-08,Pharmacy,-94.68
2024-04-30,Restaurant,304.53
2024-06-21,Coffee Shop,93.45
2024-02-12,Fuel,296.19
2024-01-05,Coffee Shop,-7.35
2024-02-17,Coffee Shop,-497.91
2024-03-31,Grocery,483.7
2024-07-06,Gym,-412.48
2024-03-25,Restaurant,-461.06
2024-10-25,Fuel,114.36
2024-04-08,Coffee Shop,324.19
2024-09-08,Fuel,-208.57
2024-09-26,Fuel,-215.56
2024-02-03,RideShare,-240.02
2024-11-25,Streaming Service,106.48
2024-12-18,"Restaurant, Special",352.16
2024-12-06,Coffee Shop,310.27
2024-07-02,Streaming Service,153.49
2024-07-24,Pharmacy,-264.87
2024-06-07,Gym,-38.71
2024-12-26,"Coffee Shop, Special",-441.25
2024-03-01,Coffee Shop,-51.08
2024-03-17,Fuel,-167.27
2024-06-12,Utilities,-18.4
2024-07-28,Fuel,168.27
2024-12-09,Streaming Service,-197.45
2024-12-29,Online Store,156.18
2024-07-05,Coffee Shop,-154.91
2024-01-26,Grocery,303.63
2024-07-18,Coffee Shop,-36.5
2024-07-22,Gym,315.78
2024-12-28,Pharmacy,458.07
2024-10-17,"Coffee Shop, Special",283.21
2024-05-08,Pharmacy,375.52
2024-06-20,"Coffee Shop, Special",-359.66
2024-09-19,Utilities,-222.14
2024-04-13,Coffee Shop,270.86
2024-11-19,Gym,300.21
2024-07-09,"Gym, Special",-17.2
2024-09-13,Online Store,-167.48
2024-12-03,Streaming Service,-109.31
2024-09-27,Utilities,112.22
2024-08-10,Grocery,219.11
2024-10-07,Restaurant,255.77
2024-01-23,Restaurant,-92.66
2024-11-17,Fuel,378.23
2024-08-25,Utilities,423.09
2024-10-29,Online Store,-199.72
2024-11-29,Grocery,168.43
2024-10-23,Restaurant,-495.71
2024-04-27,Grocery,321.51
2024-05-02,"Pharmacy, Special",-452.24
2024-02-08,Restaurant,399.49
2024-08-01,Grocery,452.6
2024-11-23,Restaurant,163.31
2024-09-11,Utilities,161.29
2024-05-27,Fuel,425.63
2024-07-18,Streaming Service,-322.76
2024-12-01,"Online Store, Special",-70.5
2024-06-17,Online Store,-479.31
2024-03-07,Restaurant,-207.68
2024-05-11,Pharmacy,-73.55
2024-03-24,Gym,431.74
2024-06-07,Streaming Service,139.02
2024-02-09,Coffee Shop,353.03
2024-01-02,Online Store,270.34
2024-05-18,Coffee Shop,-48.71
2024-03-03,Streaming Service,279.54
2024-08-26,Streaming Service,168.0
2024-05-22,Fuel,-407.97
2024-03-31,Pharmacy,45.3
2024-05-08,Grocery,120.34
2024-02-14,Fuel,-157.9
2024-09-24,Streaming Service,491.11
2024-11-19,"Gym, Special",353.51
2024-08-09,Fuel,275.86
2024-07-25,Online Store,121.08
2024-09-04,Utilities,-433.1
2024-04-26,RideShare,-42.15
2024-06-13,Gym,-458.04
2024-08-19,"Online Store, Special",-144.58
2024-12-06,Gym,-84.47
2024-01-04,Gym,-414.77
2024-02-19,Utilities,266.13
2024-10-30,Coffee Shop,53.59
2024-10-09,Gym,310.83
2024-11-22,Gym,37.08
2024-08-05,"Restaurant, Special",-393.43
2024-06-02,Coffee Shop,315.69
2024-03-19,Restaurant,-87.97
2024-02-08,Streaming Service,-1.71
2024-06-02,"Pharmacy, Special",481.25
2024-06-16,Coffee Shop,369.5
2024-09-25,Utilities,-399.88
2024-02-28,Fuel,268.0
2024-06-11,Fuel,-287.69
2024-02-10,"Online Store, Special",-188.51
2024-10-08,Streaming Service,-420.34
2024-12-30,Streaming Service,370.3
2024-10-06,Restaurant,157.9
2024-02-21,Pharmacy,-459.26
2024-08-03,Fuel,-230.95
2024-01-27,Coffee Shop,448.98
2024-10-28,Grocery,-23.02
2024-08-28,Gym,-393.11
2024-03-22,Utilities,395.02
2024-05-06,Fuel,-314.87
2024-10-18,Fuel,-483.15
2024-04-21,Coffee Shop,457.29
2024-12-15,Streaming Service,-92.09
2024-12-14,Streaming Service,76.69
2024-04-06,RideShare,-440.63
2024-04-18,Utilities,-307.53
2024-09-27,Restaurant,-95.48
2024-10-29,Pharmacy,-212.34
2024-05-07,Utilities,-375.35
2024-08-03,Restaurant,-2.32
2024-02-28,Pharmacy,246.79
2024-12-19,Coffee Shop,314.45
2024-10-24,Fuel,-251.22
2024-12-30,Grocery,-250.0
2024-01-24,Fuel,-367.04
2024-04-21,Restaurant,74.57
2024-11-29,Online Store,329.97
2024-01-08,Pharmacy,-293.67
2024-03-14,Coffee Shop,285.6
2024-07-07,Gym,-121.28
2024-09-22,Restaurant,-298.45
2024-11-21,Coffee Shop,-146.82
2024-12-06,Online Store,449.14
2024-08-11,Grocery,-66.71
2024-03-22,Grocery,333.69
2024-08-22,Streaming Service,-86.6
2024-05-27,Coffee Shop,-322.94
2024-01-08,RideShare,29.59
2024-10-27,RideShare,144.25
2024-08-18,Online Store,-224.38
2024-09-01,Pharmacy,-19.65
2024-08-12,"Coffee Shop, Special",-265.58
2024-09-05,Pharmacy,448.52
2024-09-17,Coffee Shop,221.24
2024-09-24,Restaurant,-228.19
2024-12-03,Streaming Service,246.4
2024-01-11,Fuel,384.81
2024-05-03,Restaurant,-255.71
2024-12-08,Streaming Service,74.41
2024-09-28,Coffee Shop,477.45
2024-01-02,Coffee Shop,-172.62
2024-12-19,Streaming Service,-158.7
2024-09-03,Online Store,232.62
2024-08-05,Restaurant,-228.06
2024-04-12,Pharmacy,460.65
2024-10-16,Utilities,-120.08
2024-11-15,Online Store,-175.28
2024-06-21,Gym,-258.83
2024-06-19,RideShare,457.5
2024-01-09,Fuel,395.93
2024-04-28,Pharmacy,-295.04
2024-07-30,Streaming Service,-427.4
2024-12-14,Streaming Service,-364.28
2024-04-19,Online Store,-463.38
2024-01-06,Utilities,491.32
2024-11-25,Utilities,393.1
2024-02-17,Gym,111.77
2024-02-17,Restaurant,36.89
2024-11-18,"Online Store, Special",189.0
2024-10-04,Coffee Shop,195.87
2024-01-04,RideShare,-283.64
2024-07-29,Gym,3.7
2024-04-27,Utilities,-72.89
2024-06-27,Gym,56.29
2024-03-25,Grocery,480.7
2024-10-19,Grocery,-307.46
2024-03-21,Online Store,232.44
2024-04-10,Online Store,-205.0
2024-02-01,RideShare,-365.48
2024-03-01,Online Store,256.59
2024-06-02,Pharmacy,-436.73
2024-03-22,RideShare,-328.62
2024-01-18,Streaming Service,342.91
2024-08-03,Fuel,-342.47
2024-02-07,Coffee Shop,-65.38
2024-12-24,Coffee Shop,20.26
2024-10-11,Streaming Service,432.05
2024-10-26,Gym,-342.6
2024-10-31,Streaming Service,-284.41
2024-08-17,Pharmacy,336.69
2024-08-15,Restaurant,106.28
2024-01-11,Online Store,-124.47
2024-10-01,RideShare,374.72
2024-02-29,Coffee Shop,-270.26
2024-12-24,Streaming Service,-386.84
2024-09-02,Pharmacy,80.66
2024-03-10,Grocery,39.03
2024-04-28,Coffee Shop,-449.24
2024-11-06,Streaming Service,-258.51
2024-10-09,Fuel,37.57
2024-05-12,Restaurant,-363.82
2024-04-01,Grocery,350.25
2024-04-15,Coffee Shop,-279.49
2024-11-21,Fuel,124.84
2024-02-06,Pharmacy,46.73
2024-06-13,RideShare,-223.69
2024-06-21,"Grocery, Special",-488.47
2024-01-14,Grocery,223.09
2024-02-12,Gym,242.2
2024-11-22,Utilities,187.96
2024-09-03,Fuel,394.29
2024-11-27,Gym,130.85
2024-11-05,Grocery,488.4
2024-06-09,Pharmacy,294.69
2024-09-15,Restaurant,-239.2
2024-02-13,Streaming Service,100.35
2024-10-22,Streaming Service,-8.86
2024-02-09,Coffee Shop,263.23
2024-09-13,Utilities,-185.89
2024-08-28,Grocery,-32.69
2024-01-23,"Utilities, Special",162.04
2024-05-05,Pharmacy,-158.51
2024-07-04,Streaming Service,-350.04
2024-07-12,Utilities,-87.03
2024-05-17,Streaming Service,-178.36
2024-12-04,Grocery,321.58
2024-10-22,Pharmacy,52.54
2024-01-21,RideShare,-292.08
2024-07-29,Utilities,58.26
2024-11-12,Gym,-483.01
2024-11-15,Streaming Service,-435.49
2024-05-17,Grocery,365.25
2024-05-09,Streaming Service,55.79
2024-09-27,Grocery,233.28
2024-11-25,Coffee Shop,-26.36
2024-05-07,Streaming Service,218.18
2024-04-06,Streaming Service,-100.29
2024-05-04,Coffee Shop,-358.5
2024-07-23,Utilities,225.99
2024-09-24,Utilities,166.98
2024-06-06,Pharmacy,-479.29
2024-08-02,Coffee Shop,225.23
2024-09-27,Pharmacy,-190.41
2024-05-08,Fuel,-459.22
2024-07-18,Restaurant,131.63
2024-03-21,Gym,-126.34
2024-05-28,Grocery,288.66
